Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Basalt Lignite Coal Ore
appliedenergistics2:facade:0, Cable Facade - Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - End Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Tetrahedrite Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lapis Ore
appliedenergistics2:facade:0, Cable Facade - End Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Sand Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Sand Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Granite Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Granite Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Marble Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - End Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Lazurite Ore
appliedenergistics2:facade:0, Cable Facade - Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Nether Topaz Ore
appliedenergistics2:facade:0, Cable Facade - End Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Sand Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Sand Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Granite Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Granite Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Marble Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Topaz Ore
appliedenergistics2:facade:0, Cable Facade - Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Graphite Ore
appliedenergistics2:facade:0, Cable Facade - End Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Graphite Ore
appliedenergistics2:facade:0, Cable Facade - Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Nether Jasper Ore
appliedenergistics2:facade:0, Cable Facade - End Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Sand Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Sand Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Granite Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Granite Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Marble Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Jasper Ore
appliedenergistics2:facade:0, Cable Facade - Barite Ore
appliedenergistics2:facade:0, Cable Facade - Barite Ore
appliedenergistics2:facade:0, Cable Facade - Barite Ore
appliedenergistics2:facade:0, Cable Facade - Barite Ore
appliedenergistics2:facade:0, Cable Facade - Gravel Barite Ore
appliedenergistics2:facade:0, Cable Facade - Barite Ore
appliedenergistics2:facade:0, Cable Facade - Nether Barite Ore
appliedenergistics2:facade:0, Cable Facade - End Barite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Barite Ore
appliedenergistics2:facade:0, Cable Facade - Sand Barite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Barite Ore
appliedenergistics2:facade:0, Cable Facade - Granite Barite Ore
appliedenergistics2:facade:0, Cable Facade - Marble Barite Ore
appliedenergistics2:facade:0, Cable Facade - Basalt Barite Ore
appliedenergistics2:facade:0, Cable Facade - Coke Oven Bricks
appliedenergistics2:facade:0, Cable Facade - Assembly Line Casing
appliedenergistics2:facade:0, Cable Facade - Reinforced Glass
appliedenergistics2:facade:0, Cable Facade - Asphalt Concrete
appliedenergistics2:facade:0, Cable Facade - Reinforced Coke Brick
appliedenergistics2:facade:0, Cable Facade - Mulch
appliedenergistics2:facade:0, Cable Facade - Brown Mulch
appliedenergistics2:facade:0, Cable Facade - Yellow Mulch
appliedenergistics2:facade:0, Cable Facade - Amber Mulch
appliedenergistics2:facade:0, Cable Facade - Ruby Mulch
appliedenergistics2:facade:0, Cable Facade - Red Mulch
appliedenergistics2:facade:0, Cable Facade - Black Mulch
appliedenergistics2:facade:0, Cable Facade - Blue Mulch
appliedenergistics2:facade:0, Cable Facade - Bricks Button
appliedenergistics2:facade:0, Cable Facade - Nether Brick Button
appliedenergistics2:facade:0, Cable Facade - Barrel(WIP)
appliedenergistics2:facade:0, Cable Facade - Clay Tiles
appliedenergistics2:facade:0, Cable Facade - Slate
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Slate Tile
appliedenergistics2:facade:0, Cable Facade - Uninspected Mineral
appliedenergistics2:facade:0, Cable Facade - CuBe Block
appliedenergistics2:facade:0, Cable Facade - ScAl Block
appliedenergistics2:facade:0, Cable Facade - BAM Block
appliedenergistics2:facade:0, Cable Facade - Stellite Block
appliedenergistics2:facade:0, Cable Facade - Cupronickel Block
appliedenergistics2:facade:0, Cable Facade - Nimonic Block
appliedenergistics2:facade:0, Cable Facade - Hastelloy Block
appliedenergistics2:facade:0, Cable Facade - Nichrome Block
appliedenergistics2:facade:0, Cable Facade - CuNiFe Block
appliedenergistics2:facade:0, Cable Facade - Silicon Nitride Block
appliedenergistics2:facade:0, Cable Facade - Carborundum Block
appliedenergistics2:facade:0, Cable Facade - Tinite Block
appliedenergistics2:facade:0, Cable Facade - Hydronalium Block
appliedenergistics2:facade:0, Cable Facade - Vanasteel Block
appliedenergistics2:facade:0, Cable Facade - Widia Block
appliedenergistics2:facade:0, Cable Facade - Tantaloy Block
appliedenergistics2:facade:0, Cable Facade - CuBe Brick
appliedenergistics2:facade:0, Cable Facade - ScAl Brick
appliedenergistics2:facade:0, Cable Facade - BAM Brick
appliedenergistics2:facade:0, Cable Facade - Stellite Brick
appliedenergistics2:facade:0, Cable Facade - Cupronickel Brick
appliedenergistics2:facade:0, Cable Facade - Nimonic Brick
appliedenergistics2:facade:0, Cable Facade - Hastelloy Brick
appliedenergistics2:facade:0, Cable Facade - Nichrome Brick
appliedenergistics2:facade:0, Cable Facade - CuNiFe Brick
appliedenergistics2:facade:0, Cable Facade - Silicon Nitride Brick
appliedenergistics2:facade:0, Cable Facade - Carborundum Brick
appliedenergistics2:facade:0, Cable Facade - Tinite Brick
appliedenergistics2:facade:0, Cable Facade - Hydronalium Brick
appliedenergistics2:facade:0, Cable Facade - Vanasteel Brick
appliedenergistics2:facade:0, Cable Facade - Widia Brick
appliedenergistics2:facade:0, Cable Facade - Tantaloy Brick
appliedenergistics2:facade:0, Cable Facade - Mischmetal Block
appliedenergistics2:facade:0, Cable Facade - Rose Gold Block
appliedenergistics2:facade:0, Cable Facade - Green Gold Block
appliedenergistics2:facade:0, Cable Facade - White Gold Block
appliedenergistics2:facade:0, Cable Facade - Shibuichi Block
appliedenergistics2:facade:0, Cable Facade - Tombak Block
appliedenergistics2:facade:0, Cable Facade - Pewter Block
appliedenergistics2:facade:0, Cable Facade - Corten Steel Block
appliedenergistics2:facade:0, Cable Facade - Shakudo Block
appliedenergistics2:facade:0, Cable Facade - Purple Gold Block
appliedenergistics2:facade:0, Cable Facade - NIB Block
appliedenergistics2:facade:0, Cable Facade - CoSm Block
appliedenergistics2:facade:0, Cable Facade - Mischmetal Brick
appliedenergistics2:facade:0, Cable Facade - Rose Gold Brick
appliedenergistics2:facade:0, Cable Facade - Green Gold Brick
appliedenergistics2:facade:0, Cable Facade - White Gold Brick
appliedenergistics2:facade:0, Cable Facade - Shibuichi Brick
appliedenergistics2:facade:0, Cable Facade - Tombak Brick
appliedenergistics2:facade:0, Cable Facade - Pewter Brick
appliedenergistics2:facade:0, Cable Facade - Corten Steel Brick
appliedenergistics2:facade:0, Cable Facade - Shakudo Brick
appliedenergistics2:facade:0, Cable Facade - Purple Gold Brick
appliedenergistics2:facade:0, Cable Facade - NIB Brick
appliedenergistics2:facade:0, Cable Facade - CoSm Brick
appliedenergistics2:facade:0, Cable Facade - NiAl Block
appliedenergistics2:facade:0, Cable Facade - Inconel Block
appliedenergistics2:facade:0, Cable Facade - Zircaloy Block
appliedenergistics2:facade:0, Cable Facade - NiAl Brick
appliedenergistics2:facade:0, Cable Facade - Inconel Brick
appliedenergistics2:facade:0, Cable Facade - Zircaloy Brick
appliedenergistics2:facade:0, Cable Facade - Didymium Glass (Borderless)
appliedenergistics2:facade:0, Cable Facade - Didymium Glass (Bordered)
appliedenergistics2:facade:0, Cable Facade - Didymium Glass (Bricks)
appliedenergistics2:facade:0, Cable Facade - Dry Waterlock
appliedenergistics2:facade:0, Cable Facade - Wet Waterlock
appliedenergistics2:facade:0, Cable Facade - Bog Oak
appliedenergistics2:facade:0, Cable Facade - Bog Spruce
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri
appliedenergistics2:facade:0, Cable Facade - Mophane
appliedenergistics2:facade:0, Cable Facade - Palmoxylon
appliedenergistics2:facade:0, Cable Facade - Swamp Pine
appliedenergistics2:facade:0, Cable Facade - Driftwood
appliedenergistics2:facade:0, Cable Facade - Araucarioxylon
appliedenergistics2:facade:0, Cable Facade - Petrified Betula
appliedenergistics2:facade:0, Cable Facade - Castanoxylon
appliedenergistics2:facade:0, Cable Facade - Opalized Wood
appliedenergistics2:facade:0, Cable Facade - Rainbow Wood
appliedenergistics2:facade:0, Cable Facade - Fossil Azurite Wood
appliedenergistics2:facade:0, Cable Facade - Teredo-Bored Wood
appliedenergistics2:facade:0, Cable Facade - Fossil Beech
appliedenergistics2:facade:0, Cable Facade - Yellow Cat Redwood
appliedenergistics2:facade:0, Cable Facade - Bog Oak Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Plank
appliedenergistics2:facade:0, Cable Facade - Mophane Plank
appliedenergistics2:facade:0, Cable Facade - Palmoxylon Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Pine Plank
appliedenergistics2:facade:0, Cable Facade - Driftwood Plank
appliedenergistics2:facade:0, Cable Facade - Araucarioxylon Plank
appliedenergistics2:facade:0, Cable Facade - Petrified Betula Plank
appliedenergistics2:facade:0, Cable Facade - Castanoxylon Plank
appliedenergistics2:facade:0, Cable Facade - Opalized Wood Plank
appliedenergistics2:facade:0, Cable Facade - Rainbow Wood Plank
appliedenergistics2:facade:0, Cable Facade - Fossil Azurite Plank
appliedenergistics2:facade:0, Cable Facade - Teredo-Bored Plank
appliedenergistics2:facade:0, Cable Facade - Fossil Beech Plank
appliedenergistics2:facade:0, Cable Facade - Yellow Cat Redwood Plank
appliedenergistics2:facade:0, Cable Facade - White Sand
appliedenergistics2:facade:0, Cable Facade - Gypsum
appliedenergistics2:facade:0, Cable Facade - Gypsum Block
appliedenergistics2:facade:0, Cable Facade - Gypsum Brick
appliedenergistics2:facade:0, Cable Facade - Gypsum Cracked Brick
appliedenergistics2:facade:0, Cable Facade - Gypsum Carved Brick
appliedenergistics2:facade:0, Cable Facade - Gypsum Mossy Brick
appliedenergistics2:facade:0, Cable Facade - Gypsum Double Slab
appliedenergistics2:facade:0, Cable Facade - Gypsum Fractal Block
appliedenergistics2:facade:0, Cable Facade - Gypsum Tile
appliedenergistics2:facade:0, Cable Facade - Gypsum Nether Block
appliedenergistics2:facade:0, Cable Facade - Gypsum Cobblestone
appliedenergistics2:facade:0, Cable Facade - Gypsum Creeper Block
appliedenergistics2:facade:0, Cable Facade - Gypsum Paving Block
appliedenergistics2:facade:0, Cable Facade - Gypsum Pillar
appliedenergistics2:facade:0, Cable Facade - Gypsum Column
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Oak Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Bog Spruce Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Swamp Kauri Chiseled Plank
appliedenergistics2:facade:0, Cable Facade - Mophane Chiseled Plank
